screen_name,tweet,favorite_count,retweet_count,reply_to,n_user_mentions,n_hashtags,n_urls,user_mentions,hashtags
mr_henrywar,"@DiegoArcos14 hola. Que pasa con el bolillo hoy 15:04.?",0,0,DiegoArcos14,1,0,0,"DiegoArcos14",""
piecicolores,"@Pazzoro @90sfootball 1998.",0,0,Pazzoro,2,0,0,"Pazzoro;90sfootball",""
Kevin5013HD,"Viva Twitter hijueputa!!",0,0,,0,0,0,"",""
JordamnIt_,"en estos días estaba bebiendo y el ambiente de repente se tornó tenso.  y un pana dice "vamonos; ya esta bueno" yo le pregunto que por qué dice eso y me respondió "ñaño; ya ud está grandecito como pa saber la diferencia entre estar tripeando y estar forzando las cosas" #WiseWords",0,0,,0,0,1,"",""
municallao,"#CallaoConValores☝️👏👧🧒 🔵Niños y niñas vivieron la experiencia de ser alcalde del Callao por unos instantes. ➡️https://t.co/0pRnvHTiUS https://t.co/xsH2VBeXfr",0,0,,0,1,1,"","CallaoConValores"
bosscec,"En el minuto 2:12 un deudor habla d como su bien;un Edif. de 16 pisos en la Avda.Gonz. Suarez; la CURIA; se lo llevó x el valor de $86.000 en CDR;como consecuencia hay un suicidio d un joven q no soportó q encima vayan x su vivienda dejándolo en la calle   https://t.co/3GSiw8hvzQ",0,0,,0,0,1,"",""
Fnandareyes,"Solo aquí 🤦🏻‍♀️",0,0,,0,0,0,"",""
JFECHEV,"@injustitzia @IvanDuque Feliz el bandido violador haciendo la V de la VICTORIA🖤💰y burlándose de Colombia; del gobierno y de la justicia. ¿Ya coronaría las cinco toneladas de  televisore? ¡Qué dice el Presidente @realDonaldTrump ...´debe ser enviado a USA🚀🚀 https://t.co/KXTi0ME0hi",0,0,injustitzia,2,0,1,"injustitzia;IvanDuque",""
juanjoseperezz,"Te amo Julio 03 del 2019. No he tenido que escuchar ningún VN.",0,0,,0,0,0,"",""
jemelendezv,"@MuniSamborondon @ecu911sambo cuando exista un accidente ahí seguro cambian el trazado",0,0,MuniSamborondon,2,0,0,"MuniSamborondon;ecu911sambo",""
CabreraOskr,"@memopagonis @fmolestinae Si; ya es hora de sanear... y seguir probando.",0,0,memopagonis,2,0,0,"memopagonis;fmolestinae",""
JFECHEV,"@injustitzia Bareta no...PORROS esos que le srepartçia a sus  Ñeros allá en Bogotá el tal @petrogustavo  a. comandante Aureliano.",0,0,injustitzia,2,0,0,"injustitzia;petrogustavo",""
DAYI65645137,"35 la hora 0986790914 https://t.co/6j77FJu5Nf",0,0,,0,0,0,"",""
migueviejo,"Hoy parece fin del mundo para much@s sin audios; ni imágenes; ni Gif; ni stickers 😁... yo disfrutando un día relajado 🤣🤟",0,0,,0,0,0,"",""
JuanJoseSabando,"@OPSECU Vengan a Guayaquil ! Dejen el centralismo ! Acá habemos personas que queremos mejorar el sector salud no solamente los burócratas de Quito",0,0,OPSECU,1,0,1,"OPSECU",""
ttk_ag,"mi abuelo les decía a mi mama y a mi tía: no se casen ni con abogados ni con policías. ahí las ven a las dos bien casadas con abogado y policía LOL la rebeldía de los 90's",0,0,,0,0,1,"",""
marie_mariangel,"Al fín encuentro a alguien que no le guste el aguacate y ame el guacamole  como a mi 😩😍!!!",0,0,,0,0,0,"",""
cod_programador,"Estas cosas debería investigarlas la ciencia; no? 😅 #EntreProgramadores https://t.co/l0xrgxkDL4",0,0,,0,1,0,"","EntreProgramadores"
oasis_gye,"#LaManaba está disponible espera por ti amor https://t.co/lE5Nzs2MtO",0,0,,0,1,0,"","LaManaba"
sandrayepez1,"@elsie_8a @nadiaguayaquils @Lenin Los ayudo para que sepan el trámite: 1ero hay que ir al clínico;de ahí este lo deriva al hematólogo (si cree q tiene cáncer) con suerte tendrá disponibilidad en 6 meses; cuando vas te toca esperar horas;nuevos exámenes; más meses; regresas con estadio 4 . "No se atendió rápido"",0,0,elsie_8a,3,0,1,"elsie_8a;nadiaguayaquils;Lenin",""
JordamnIt_,"solo por ti - guaco ft nelson arrieta me prende demasiaado. que cancion tan sabrosa. es como el perico de mis borracheras. aguaniles es la coca; obviamente.",0,0,,0,0,1,"",""
carlosbathory69,"@ClaudiaTroyo Hola: te vi en la rosa de guadalupe en Peru; te puedo pedir un auografo? muy atentamente carlos ramirez Lima peru",0,0,ClaudiaTroyo,1,0,0,"ClaudiaTroyo",""
wladdiespin,"@mechiwis Ya sabe https://t.co/oI8vIaE0IZ",0,0,mechiwis,1,0,0,"mechiwis",""
Socioempleo_ec,"SECRETARIA - RECEPCIONISTA ; $394 - $500; PICHINCHA/QUITO; https://t.co/Hncju9B76j https://t.co/XzuGxto9tB",0,0,,0,0,1,"",""
CaprichosaSport,"Fin a la era Antonie Griezmann! João Félix será el que utilizará el dorsal número 7. https://t.co/SPzfjlBPmW",0,0,,0,0,0,"",""
daviru3,"Digno de escucharse .........  https://t.co/zsn0bwMDjU",0,0,,0,0,1,"",""
migueviejo,"@karesalmeida Salude; despidase... y luego se sale 😊",0,0,karesalmeida,1,0,0,"karesalmeida",""
oasis_gye,"La más caliente Andrea disponible hasta las 10pm https://t.co/s0TBuxhlh8",0,0,,0,0,0,"",""
migueviejo,"@alejandrovaras +1",0,0,alejandrovaras,1,0,0,"alejandrovaras",""
Ernesto10598785,"@VenteAragua @MtClavijo Cual Venezuela decente???? la que busca una invasión de los drogadictos marines; la que miente y trata de sacar víctimas; torturados; de donde no hay; la que manipula al pueblo ofreciendole mejor vida; si saben que los problemas son por el bloqueo criminal",0,0,VenteAragua,2,0,1,"VenteAragua;MtClavijo",""
jeanpierre31,"¿soy el único que le está fallando Whatsapp; Facebook; Instagram la rodilla y la espalda? :(",0,0,,0,0,0,"",""
SINDICATO_IGAC,"La "lista negra" hallada en el bolsillo de Héctor Abad Gómez. Vía  @elespectador  https://t.co/cQJi1KpYSc",0,0,,1,0,1,"elespectador",""
bosscec,"@Pauli8g @revistavistazo No Pauli; no es prepotencia; la Asamblea no puede fiscalizar al ciudadano; sino al funcionario. Deben llamar a los del @cnegobec para q esta de las explicaciones.",0,0,Pauli8g,2,0,1,"Pauli8g;revistavistazo",""
dracarlatorres,"La luz de Dios ha llenado mi corazón y mi vida; pido a Él que Su gracia y Bendición me acompañen siempre. . #bendecida #miamadoJesús #Eucaristía #Comunión #Amor #hijadeDios  22/06/2019 https://t.co/CCP660i3gv",0,0,,0,0,1,"",""
RP_beaeli,"@ElJuanpaZurita Chiiiiidoooooo ❤️",0,0,ElJuanpaZurita,1,0,0,"ElJuanpaZurita",""
wladdiespin,"@laina1203 😂🤣😂",0,0,laina1203,1,0,0,"laina1203",""
gulliverecuador,"One of the most #delicious facts about #Peru is it's richness of exotic #fruits. On #markets like this; all kinds of fruit and vegetables can be purchased for an amazing price. Come to Peru and drink the freshest juices you have ever tried with @gulliverecuador!  #perutours https://t.co/TDyhQoIwMF",0,0,,0,4,1,"","delicious;Peru;fruits;markets"
Rotofest,"::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::: SOLD OUT || PREVENTAS 3X1 😱😱 ::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::: &gt; DISPONIBLE PREVENTA NORMAL | 15 USD 😎 JUEVES 25 DE JULIO | HideOut | 8PM #Rotofest https://t.co/ce7NrLDFtJ",0,0,,0,0,1,"",""
Ninoskiita_,"El me envía fotos y no puedo verlas! Ay😫",0,0,,0,0,0,"",""
Tatidiazcha,"@edisonsalvadorm Aun recuerdo el "solo por esta vez sales guapa"😍🙈🙈🙈 Te amoooo!",0,0,edisonsalvadorm,1,0,0,"edisonsalvadorm",""
daviru3,"@KarliR1214 Hulk esta embarazada?",0,0,KarliR1214,1,0,0,"KarliR1214",""
Socioempleo_ec,"FOTÓGRAFO; $394 - $500; EL ORO/MACHALA; https://t.co/4lL8eIlR6u https://t.co/LI84OIxyXb",0,0,,0,0,1,"",""
giovannialv,"@MenesesJuan Blanco; verde; rendidor;",0,0,MenesesJuan,1,0,0,"MenesesJuan",""
Josselyn_EA,"Ay yo en un tweet",0,0,,0,0,0,"",""
wladdiespin,"@dhanna Se llama EMPATÍA; y esa una de las habilidades blandas más necesarias en el trabajo y en la vida en general. Saludos 👋🏻",0,0,dhanna,1,0,0,"dhanna",""
alandazu,"Jajaja",0,0,,0,0,0,"",""
radio_sucre700,"En breve; rueda de prensa; el presidente de @BarcelonaSC; @panchocevallosv; anunciará la salida del jugador #FelixTorres; el regreso de Jonatan Álvez y la posible salida de Leonardo Campana #LaFrecuenciaDeportiva https://t.co/4DadpQQOHM",0,0,,2,0,1,"BarcelonaSC;panchocevallosv",""
VandydStore,"Pero claro sino sirve WhatsApp ya saben ↓↓↓ https://t.co/09c7vHMXAs",0,0,,0,0,0,"",""
Socioempleo_ec,"AYUDANTES DE COCINA; $394 - $500; PICHINCHA/QUITO; https://t.co/w7xBKbgXro https://t.co/cDhoS9KeQJ",0,0,,0,0,1,"",""
SNIndustrias,"En #IndustriaPeruana; entrevista al pdte. de #SNI; Ricardo Márquez; quien analiza situación actual de industria nacional; un informe completo con propuestas del gremio industrial para aumento de competitividad y productividad de empresas; entre otros.  ➡️https://t.co/zrIALaacl0 https://t.co/h4YkNYPTLU",0,0,,0,2,1,"","IndustriaPeruana;SNI"
ariannaportilla,"@jorgebanda98 por eso ya no te busco perro😠 paro te extra",0,0,jorgebanda98,1,0,0,"jorgebanda98",""
marie_mariangel,"La sirenita es negraaa ? NEGRAA ?",0,0,,0,0,0,"",""
gardfieldking,"@elcomerciocom Cuanto costó  la movilizacion ??",0,0,elcomerciocom,1,0,0,"elcomerciocom",""
CaprichosaSport,"ATENCION! El periodista de Directv Sports y TNT Sports @ManuOlivari informó que desde la #FEF se contactaron con Jorge Sampaoli  actualmente DT del #Santos de Brasil. https://t.co/xMifDD8t40",0,0,,1,1,1,"ManuOlivari","FEF"
n0bodysgirl,"@Manvardu @ElSrPenguin Siento que el de "fantasías" es tu jam bb jajaja. Para tu alma de anciano.",0,0,Manvardu,2,0,0,"Manvardu;ElSrPenguin",""
ColdasiceV,"@ginaredrovan @SebasPalaciosSP @La_Incre @SurkunaEc @AsambleaEcuador @JusticiaAN @JulietaSagnay @luisevivanco @ecuavisa Esto si está interesante  @revistavistazo  @EcuavisaInforma  @encontactotv_ec  @daloes10  @abdalabucaram @Expresoec  @elcomerciocom @CarlosVerareal  @Polificcion @Checheperez  @DianaSalazarM2  @ottosonnenh  @Salud_Ec  @PoliciaEcuador @FiscaliaEcuador",0,0,ginaredrovan,8,0,1,"ginaredrovan;SebasPalaciosSP;La_Incre;SurkunaEc;AsambleaEcuador;JusticiaAN;JulietaSagnay;luisevivanco",""
fermosan_tires,"@SoyPablinho VisteS que el activismo era tarifado 🤷🏻‍♂️",0,0,SoyPablinho,1,0,0,"SoyPablinho",""
Socioempleo_ec,"ING. /TECNOLOGA EN SISTEMAS "MUJER"; $394 - $500; PICHINCHA/QUITO; https://t.co/N93igIGILF https://t.co/XkopMzMnKN",0,0,,0,0,1,"",""
Ernesto10598785,"No existe la democracia en los Estados Unidos; sean democratas o repúblicanos; obedecen a los grandes empresarios y a las transnacionales; siempre lo mismo; siempre la guerra; siempre la venta de armas; siempre el bombardeo a civiles; siempre el dinero primero",0,0,,0,0,1,"",""
noti_f1,"La plena que me cae bien el curita Carlos Tuarez...",0,0,,0,0,0,"",""
ColdasiceV,"Den RT URG ECUADOR EN PELIGRO 🇪🇨",0,0,,0,0,0,"",""
DarylMaldonado,"@Santiago_Adan Así como lo lees; ilimitado! Jajajajaj",0,0,Santiago_Adan,1,0,0,"Santiago_Adan",""
alexadrianpana1,"@jonatha89860275 @sami11gaypasivo @vergonvzlano @DaltonSirius @NaomiSimone @Sexgyever Delicia",0,0,jonatha89860275,6,0,0,"jonatha89860275;sami11gaypasivo;vergonvzlano;DaltonSirius;NaomiSimone;Sexgyever",""
VIANYBRUJIS,"Ay tía todo les va salir espectacular😍😍😍👏🏻👏🏻 tu nerviosaa y nosotras estresadas; paranoicas y duro y dale con q 29 llega yaaa🤣🤦🏼‍♀️😍😍💖",0,0,,0,0,1,"",""
detallitospe,"Detallitos para enamorar 💞🍓💞 . Contactanos 📲0986453911 y 0997012269 estamos en la av 25 de Julio frente al hospital del iess Valdivia. . #detalles #regalos #detallitosparaenamorar #frutillasconchocolate #aniversario… https://t.co/z2ixliRXO2",0,0,,0,0,1,"",""
fabrizio_213,"@sociosbsc Me gusta la salsa porque es la música 🎶 del cuerpo; es el son; la sabrosura; el feeling. Es la expresión de alegría musical",0,0,sociosbsc,1,0,0,"sociosbsc",""
kathyvillegasc,"Grábate esto: "Tus imperfecciones te convierten en la mujer perfecta".",0,0,,0,0,0,"",""
freddyferruzola,"Como decían en Birdman: «Deberíamos dejar de ver el mundo a través una pantalla». Aunque sea por unos momentos. Tener redes está cool; pero que la gente solo viva para los post y likes de instagram; es señal de que vamos mal como sociedad. #faceboodown https://t.co/qBysZzHE7c",0,0,,0,0,1,"",""
giovannialv,"@alexismoncayo @mejiabogados05 Je je son sinvergüenzas",0,0,alexismoncayo,2,0,0,"alexismoncayo;mejiabogados05",""
edyrivera74,"@EIHuevoNeraId @KojudoReloaded @AgustinLaje @NickyMarquez1 El mío también 👍🏼👍🏼",0,0,EIHuevoNeraId,4,0,0,"EIHuevoNeraId;KojudoReloaded;AgustinLaje;NickyMarquez1",""
maemily10,"@itslittlevale CHIIIII Apenas puedas bebé #LittleVale #KCAMexico",0,0,itslittlevale,1,2,0,"itslittlevale","LittleVale;KCAMexico"
Panchito10_BSC,"Si nosotros mismos como ecuatorianos estamos indignados de Los arbitros de este pais que nos toca aguantarlos todos los fines de semana me imagino lo q sienten Los de #copaamerica son un asco para pitar @CONMEBOL @FOXSportsArg @FEFecuador @afa",0,0,,0,0,1,"",""
carlospolit91,"Cuando te consigues una sugar mommy",0,0,,0,0,0,"",""
Machopas11,"Volviendo al ruedo... 😜😜😜 les gusta ??? @VideosDotados https://t.co/jCxq9wBnPT",0,0,,1,0,0,"VideosDotados",""
Ernesto10598785,"@JulioVielma7 @LucioQuincioC @TITORODRIGUEZZ @TAMARA_SUJU @SergioNovelli @elcitizen @alexagomez2000 @NoticiasSB1 @catherine_fulop @Pura_Miel @CeciliaSosaG Jajajaja aniñado; si se mete en cosas de hombres; que responda como hombre; llora por nada; hacen escándalo por nada; ellos saben que los verdaderos torturadores son Trump y sus judíos delincuentes; que bloquean la economía de los países pobres; para extorsionarlos",0,0,JulioVielma7,8,0,1,"JulioVielma7;LucioQuincioC;TITORODRIGUEZZ;TAMARA_SUJU;SergioNovelli;elcitizen;alexagomez2000;NoticiasSB1",""
Ronaldpinc,"Qué tu repentina llegada no sea momentánea !",0,0,,0,0,0,"",""
saimitothebest,"😎😎😎 en Parque Samanes Guayaquil https://t.co/ZZ2pFnu32U",0,0,,0,0,1,"",""
Motormacsa,"Especialistas en el.cuidado de tus frenos  Comunicate #0994429656📱✅ #0959989692📲📱 en Motormac Venta de Repuestos &amp; Accesorios https://t.co/nVzL8bRQ0n",0,0,,0,0,1,"",""
mirthAmigurumis,"#amigurumi #Yorkshire by @mirthAmigurumis.  #handmade #crochet #doglover #doglove #ganchillo #crocheted #dog #yorkie #artisan #handcraft #hechoamano https://t.co/MCIvFpgOyZ",0,0,,1,9,1,"mirthAmigurumis","amigurumi;Yorkshire;handmade;crochet;doglover;doglove;ganchillo;crocheted;dog"
Big_Thor,"Cuando pienses todo esto...  ...llámala mejor.",0,0,,0,0,0,"",""
RoddyLopz,"Deja de llorar maldita PUTA!!!",0,0,,0,0,0,"",""
Ernesto10598785,"@elcomerciocom @CPCCS @eltonycash Es hora de auditar a Trujillo; que dejó haciendo el último trabajo sucio para la oligarquía",0,0,elcomerciocom,3,0,0,"elcomerciocom;CPCCS;eltonycash",""
marieleins,"Y mi mayor fantasìa es decir se sigue portando igual de lindo como el primer dìa; aunque pasen años",0,0,,0,0,0,"",""
Deuteros1974,"@Liberales_Chile @FAporAnimales @Animal_Libre @ChileLibera @galgoschile Las carreras de perros; corridas de toros y mutilaciones a los animales no pueden permitirse en una sociedad que se esfuerza por ser liberal y moderna.",0,0,Liberales_Chile,5,0,1,"Liberales_Chile;FAporAnimales;Animal_Libre;ChileLibera;galgoschile",""
DaniellaMunozA,"Ya que andamos por aquí; les cuento que haré un giveaway de #barofdani yyyyyy eso que aún no soy famous jeje",0,0,,0,1,0,"","barofdani"
Motormacsa,"Motormac Venta de Repuestos y Accesorios.  Comunicate pronto #0994429656📱✅ #0959989692📲📱 en Motormac Venta de Repuestos &amp; Accesorios https://t.co/lvC94Uc5vr",0,0,,0,0,1,"",""
GuanitoursEC,"FULL DAY PARA EL FERIADO DE JULIO! 💸$40.00 por persona  ✅OPCIÓN 1: 26/JUL •Volcán Chimborazo🏔  ✅OPCIÓN 2: 27/JUL •Laguna del Quilotoa🏞  ✅OPCIÓN 3: 28/JUL •Cuenca y Ruinas de Ingapirca⛪🗿  TODOS LOS FULL DAY… https://t.co/RwRL359Qvk",0,0,,0,0,1,"",""
latialisura,"@camilo_0603 @BankadaFP @AleAramayoGaona 🤷‍♀️🤷‍♀️",0,0,camilo_0603,3,0,0,"camilo_0603;BankadaFP;AleAramayoGaona",""
KizunaKiznaiver,"Esas ratas andan ahí y D:",0,0,,0,0,0,"",""
MariuxiAdum,"Que malos perdedores que son #copaamerica",0,0,,0,1,0,"","copaamerica"
WaykaPeru,"#ONP: Desde este viernes 5 de julio; pensión de los jubilados aumentará  entre S/ 35 y S/ 85; según el monto que recibían mensualmente. 🧓👩‍🦳",0,0,,0,1,0,"","ONP"
tenebrarum2012,"Zinedine Yazid Zidane; Ronaldo Luiz Nazario de lima y Diego Armando Maradona Franco. Crecí viéndolos jugar ( menos a Diego 😢) los mejores de la historia. #ZiZu mi ídolo 👏🏻",0,0,,0,0,1,"",""
luiscomo,"@alcaldeledezma Esta bien que opine;  pero de ahí a que pretenda dar ordenes a Guaido es un abuso!!!!!",0,0,alcaldeledezma,1,0,0,"alcaldeledezma",""
LaGaonaa,"Suelta lo que te lastima y abraza lo que te da paz.",0,0,,0,0,0,"",""
micho_sg,"@proldanlopez Esperando el resultado!!!",0,0,proldanlopez,1,0,0,"proldanlopez",""
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/7l7HPXZHRf",0,0,,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/afNVOLO69Z",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/UZldPiYKht",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/EONaO7rSJn",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/asJRaCMIb9",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/tVCBQ7nuyI",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/fYoOELhmPM",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
radio_sucre700,"La exvicepresidenta; @marialevicuna; enfrenta demanda del #SRI; por lesividad; que constituye cuando una entidad administrativa; cree que hay daños a los interéses públicos por un acto dictado #NoticiaEnSucre https://t.co/WeeB64TyDg",0,0,,1,1,1,"marialevicuna","SRI"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/476mitDD6m",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/i8QrjYJSrq",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/tK9IY2zap6",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
VipTienda,"Para pedidos y consultas 0993154633 Asesora Barbara 👩‍💼 🤝#azuay #bolivar #cañar #carchi #Chimborazo #Cotopaxi #Esmeraldas #galapagos #whatsappdown #manabi #pichincha #SantaElena #quevedo #guayaquil #quito #santodomingo #Ecuador #cuenca #Quito #Machala #MantA #miercoles #whatsapp https://t.co/KfG09eVOjz",0,0,VipTienda,0,6,1,"","azuay;bolivar;cañar;carchi;Chimborazo;Cotopaxi"
Ernesto10598785,"@elcomerciocom @rgrvelez Llamen a Moreno y a los de alianza País; ellos fueron elegidos usando dinero sucio",0,0,elcomerciocom,2,0,0,"elcomerciocom;rgrvelez",""
WaykaPeru,"¿Quién es el asesor del congresista @juliorosas1? Frank Krklec es uno de los asesores del pastor vocero de @CMHNTM ; pero además administra un blog que se dedica a atacar a periodistas; políticos y críticos del grupo conservador del parlamentario que asesora. https://t.co/xWVhTGTPnZ",0,0,,2,0,1,"juliorosas1;CMHNTM",""
SorayaOliveros,".@CorteNacional @CJUDICATURAEC @DianaSalazarM2  y porque estos JUECES IMPRESENTABLES NO SE EXCUSARON? O EN SUS DICTAMEN ESTA SACAR A LA CALLE AL DELINCUENTE DE ALEXIS MERA GILER?",0,0,,3,0,1,"CorteNacional;CJudicaturaEc;DianaSalazarM2",""
HctorMosquera6,"A pesar de haber jugado un gran partido; Messi y compañia justifican su eliminación; utilizando un chivo expiatorio; para ocultar las falencias y el bajo rendimiento de la selección Argentina en la Copa América.",0,0,,0,0,1,"",""
myshelcienta,"@mxsoledi @chocoaryam Por algo será 😉 jajajaja",0,0,mxsoledi,2,0,0,"mxsoledi;chocoaryam",""
Danukito,"Jebus estoy muertito del sueño 😴😴😴",0,0,,0,0,0,"",""
SorayaOliveros,"🙏🙏",0,0,,0,0,0,"",""
latialisura,"@carmenlozada_dg EL QUE ESCRIBE ESTE MENSAJE; SEGURO NO TIENE FAMILIA O YA ESTA ADOCTRINADO POR ALGUNA ONG",0,0,carmenlozada_dg,1,0,0,"carmenlozada_dg",""
minagriperu,"@fer_419_reda @AgrobancoP @INIAPeru @agroruralPER @AGROIDEASPeru @SerforPeru El conocimiento siempre es el mejor premio.🏆 Te invitamos a seguirnos para contarte todos los #SecretosDeNuestraTierra 👩‍🌾👨‍🌾",0,0,fer_419_reda,6,0,1,"fer_419_reda;AgrobancoP;INIAPeru;agroruralPER;AGROIDEASPeru;SerforPeru",""
michelledillon7,"@ceibodecabeza Hoy me chiflaron dentro del mall del sol. No mencionó el local por respeto a los dueños. Aunque son los responsables de contratar a gente sin educación. 🙄",0,0,ceibodecabeza,1,0,1,"ceibodecabeza",""
Andresilval,"Como diría Dumbledore: “Puma se está garchando a todos” 🤷🏻‍♂️ https://t.co/BqOZh7aQLV",0,0,,0,0,0,"",""
TrendsEcuador,"#agroprotegido es ahora una tendencia en Ecuador  https://t.co/Uwji6DE7c2 https://t.co/E9sZCS0Ufx",0,0,,0,1,1,"","agroprotegido"
iDariio,"Llegó la hora de llorar de estos giles.",0,0,,0,0,0,"",""
DeiviChase,"@Miss_lonely28 😍",0,0,Miss_lonely28,1,0,0,"Miss_lonely28",""
DelPatibulo,"@AlecCardenas @IvanKaviedes @anto_v25 Hoy Álex a amanecido solidaria",0,0,AlecCardenas,3,0,0,"AlecCardenas;IvanKaviedes;anto_v25",""
latialisura,"@ButchStein19 @carmenlozada_dg PENDEJO 😤",0,0,ButchStein19,2,0,0,"ButchStein19;carmenlozada_dg",""
marieleins,"@Mosquirrina jajaja",0,0,Mosquirrina,1,0,0,"Mosquirrina",""
fernandorozcom,"@edu_mfdz muy vergonsozo para el pais al leer el twit de @rosannanaoficial algunas revistas y programas de tv la ubican como referente de la mujer empresaria exitosa ecuatoriana !!!",0,0,edu_mfdz,1,0,1,"edu_mfdz",""
DICOMINGENIEROS,"Si lo que necesitas para tus proyectos son las Cajas para las Distribuciones Eléctricas; contamos con la marca INTERTEC Cajas en Fibra de Vidrio.  #miercoles #materialeselectricos #minera #construccion #petroleo #intertec #dicomingenieros #25dejunio #hoyganaperú #SiPeruGanaHoy https://t.co/9uupcRAnKu",0,0,,0,0,1,"",""
Socioempleo_ec,"MENSAJERO; $501 - $750; EL ORO/MACHALA; https://t.co/sn8QbM1MiC https://t.co/QQU7vTSSoC",0,0,,0,0,1,"",""
julio_francog,"Me gusta! En Ecuador no tenemos un Messi que maneja la selección como se le de la gana y ya trabajó en nuestro país. Un Sampaoli como fue con Chile",0,0,,0,0,1,"",""
jekillsreturn,"La María; dueña de la tienda con una extra en la mano me dijo: -Oiga patrón; ¿es verdad que el ceviche levanta muertos? *Sonrei  -a los cuantos días se le da? *le explico: cuando al hombre no se le para el pipí; busca irse a comer un "levanta muertos" y se para doble Se la creerá",0,0,,0,0,1,"",""
